Player,Nation,Position,Age,Matches Played,Minutes,Goals,Assists,Penalty Goals Made,Yellow Cards,Red Cards,Progressive Carries,Progressive Passes,Goals Per 90,Assists Per 90,xG Per 90,xAG Per 90,High_Performer
Oliver Nielsen,DEN,DF,21,2,35.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0
Arijon Ibrahimović,GER,MT,18,1,8.0,0,0,0,0,0,0,0,0.0,0.0,0.85,0.0,0
Mike Maignan,FRA,GB,29,37,313.0,0,0,0,1,0,0,4,0.0,0.0,0.0,0.02,0
Tijjani Reijnders,NED,MT,26,37,313.0,10,4,0,2,1,111,230,0.29,0.12,0.22,0.1,1
Theo Hernández,FRA,DF,26,33,313.0,4,3,0,4,1,93,132,0.13,0.1,0.09,0.16,1
Youssouf Fofana,FRA,MT,25,35,313.0,1,6,0,5,0,44,176,0.04,0.22,0.05,0.12,1
Rafael Leão,POR,AT,25,34,313.0,8,8,0,5,0,123,93,0.31,0.31,0.29,0.32,1
Matteo Gabbia,ITA,DF,24,26,313.0,2,0,0,4,0,13,74,0.08,0.0,0.05,0.01,1
Strahinja Pavlović,SRB,DF,23,24,313.0,2,1,0,3,1,40,94,0.1,0.05,0.09,0.05,1
Malick Thiaw,GER,DF,22,22,313.0,0,0,0,2,0,12,89,0.0,0.0,0.03,0.01,0
Fikayo Tomori,ENG,DF,26,22,313.0,0,1,0,4,1,8,63,0.0,0.06,0.0,0.04,0
Yunus Musah,USA,"MT,AT",21,29,313.0,0,2,0,5,0,51,84,0.0,0.11,0.11,0.1,0
Emerson,BRA,DF,25,17,313.0,0,0,0,5,0,23,68,0.0,0.0,0.03,0.05,0
Tammy Abraham,ENG,AT,26,28,313.0,3,4,1,1,0,8,26,0.23,0.3,0.54,0.16,1
Ruben Loftus-Cheek,ENG,MT,28,19,313.0,0,0,0,3,0,27,51,0.0,0.0,0.06,0.16,0
João Félix,POR,MT,24,15,760.0,2,0,0,3,0,20,40,0.24,0.0,0.32,0.14,1
Santiago Giménez,MEX,AT,23,14,669.0,5,2,0,3,1,13,6,0.67,0.27,0.64,0.13,1
Kyle Walker,ENG,DF,34,11,659.0,0,0,0,1,0,11,32,0.0,0.0,0.01,0.13,0
Noah Okafor,SUI,AT,24,11,414.0,1,0,0,0,0,21,12,0.22,0.0,0.33,0.07,1
Davide Calabria,ITA,DF,27,7,316.0,0,0,0,0,0,8,24,0.0,0.0,0.08,0.05,0
Ismaël Bennacer,ALG,MT,26,6,300.0,0,0,0,2,0,8,23,0.0,0.0,0.02,0.04,0
Warren Bondo,FRA,MT,20,4,162.0,0,0,0,1,0,2,7,0.0,0.0,0.02,0.05,0
Marco Sportiello,ITA,GB,32,2,126.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Davide Bartesaghi,ITA,DF,18,4,118.0,0,0,0,0,1,2,2,0.0,0.0,0.01,0.08,0
Mattia Liberali,ITA,MT,17,1,61.0,0,0,0,0,0,1,5,0.0,0.0,0.1,0.03,0
Kevin Zeroli,ITA,MT,19,1,12.0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0
Alessandro Florenzi,ITA,AT,33,1,5.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Bob Murphy Omoregbe,ITA,MT,20,1,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Remo Freuler,SUI,MT,32,37,313.0,1,2,0,6,0,39,208,0.03,0.06,0.04,0.04,1
Sam Beukema,NED,DF,25,35,313.0,0,1,0,1,0,27,153,0.0,0.03,0.04,0.03,0
Jhon Lucumí,COL,DF,26,32,313.0,0,1,0,8,1,34,108,0.0,0.03,0.02,0.01,0
Łukasz Skorupski,POL,GB,33,27,313.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0
Santiago Castro,ARG,AT,19,36,313.0,8,4,0,7,0,17,39,0.31,0.16,0.3,0.11,1
Dan Ndoye,SUI,AT,23,30,313.0,8,4,2,4,0,132,74,0.34,0.17,0.29,0.16,1
Juan Miranda,ESP,DF,24,31,313.0,0,6,0,4,1,34,163,0.0,0.24,0.03,0.24,0
Jens Odgaard,DEN,"MT,AT",25,29,313.0,6,1,0,1,0,35,50,0.28,0.05,0.17,0.08,1
Riccardo Orsolini,ITA,AT,27,30,313.0,15,4,3,2,0,61,69,0.72,0.19,0.49,0.18,1
Benjamín Domínguez,ARG,AT,20,24,313.0,3,2,0,0,0,50,32,0.21,0.14,0.16,0.06,1
Nikola Moro,CRO,MT,26,22,313.0,0,2,0,1,0,17,93,0.0,0.15,0.04,0.06,0
Tommaso Pobega,ITA,MT,25,21,313.0,2,2,0,6,2,12,42,0.15,0.15,0.16,0.11,1
Lorenzo De Silvestri,ITA,DF,36,18,313.0,1,0,0,1,0,4,46,0.08,0.0,0.07,0.02,1
Emil Holm,SWE,DF,24,21,313.0,1,1,0,3,0,29,49,0.08,0.08,0.05,0.06,1
Charalambos Lykogiannis,GRE,DF,30,17,313.0,0,4,0,3,0,10,49,0.0,0.34,0.02,0.14,0
Thijs Dallinga,NED,AT,23,31,313.0,3,2,0,1,0,9,17,0.23,0.16,0.33,0.05,1
Federico Ravaglia,ITA,GB,24,12,313.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Lewis Ferguson,SCO,MT,24,16,983.0,1,1,1,0,0,20,53,0.09,0.09,0.09,0.1,1
Giovanni Fabbian,ITA,MT,21,30,313.0,3,1,0,2,0,14,17,0.26,0.09,0.21,0.12,1
Nicolò Casale,ITA,DF,26,15,900.0,0,1,0,1,0,3,29,0.0,0.1,0.05,0.05,0
Michel Aebischer,SUI,MT,27,14,724.0,0,0,0,2,0,8,33,0.0,0.0,0.05,0.04,0
Stefan Posch,AUT,DF,27,14,714.0,0,0,0,1,0,11,36,0.0,0.0,0.04,0.09,0
Davide Calabria,ITA,DF,27,11,632.0,0,1,0,3,0,7,40,0.0,0.14,0.01,0.18,0
Martin Erlic,CRO,DF,26,8,334.0,0,0,0,0,0,4,11,0.0,0.0,0.06,0.0,0
Nicolò Cambiaghi,ITA,AT,23,18,620.0,1,3,0,0,0,45,25,0.15,0.44,0.11,0.27,1
Jesper Karlsson,SWE,AT,26,7,298.0,1,0,0,1,0,6,6,0.3,0.0,0.22,0.03,1
Kacper Urbanski,POL,MT,19,7,247.0,1,0,0,2,0,5,15,0.36,0.0,0.12,0.17,1
Oussama El Azzouzi,MAR,MT,23,2,19.0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0
Estanis,ESP,AT,20,1,9.0,0,0,0,0,0,1,0,0.0,0.0,0.71,1.65,0
Nicolás Paz,ARG,"MT,AT",19,35,313.0,6,8,0,6,0,77,163,0.2,0.27,0.31,0.2,1
Marc-Oliver Kempf,GER,DF,29,31,313.0,0,0,0,6,1,17,85,0.0,0.0,0.05,0.04,0
Lucas Da Cunha,FRA,MT,23,36,313.0,3,2,0,4,0,63,154,0.1,0.07,0.07,0.13,1
Edoardo Goldaniga,ITA,DF,30,32,313.0,1,0,0,12,1,20,81,0.04,0.0,0.09,0.01,1
Patrick Cutrone,ITA,AT,26,33,313.0,7,4,0,1,0,53,31,0.31,0.18,0.31,0.09,1
Alberto Moreno,ESP,DF,32,24,313.0,0,0,0,4,0,23,81,0.0,0.0,0.02,0.06,0
Máximo Perrone,ARG,MT,21,26,313.0,0,3,0,6,0,16,98,0.0,0.15,0.04,0.11,0
Alberto Dossena,ITA,DF,25,23,313.0,0,2,0,1,1,4,36,0.0,0.1,0.04,0.03,0
Jean Butez,FRA,GB,29,19,313.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0
Maxence Caqueret,FRA,MT,24,18,313.0,2,3,0,4,0,15,76,0.17,0.25,0.07,0.13,1
Pepe Reina,ESP,GB,41,12,313.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0
Álex Valle,ESP,DF,20,15,313.0,0,0,0,2,0,19,44,0.0,0.0,0.03,0.06,0
Yannik Engelhardt,GER,"MT,DF",23,26,313.0,1,1,0,4,0,18,54,0.08,0.08,0.04,0.11,1
Emil Audero,IDN,GB,27,8,720.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Mërgim Vojvoda,KVX,DF,29,11,717.0,1,2,0,2,0,16,43,0.13,0.25,0.03,0.25,1
Sergi Roberto,ESP,MT,32,13,696.0,0,1,0,4,0,10,36,0.0,0.13,0.09,0.09,0
Ivan Smolčić,CRO,DF,23,9,630.0,0,0,0,2,0,3,23,0.0,0.0,0.06,0.02,0
Andrea Belotti,ITA,AT,30,18,593.0,2,0,0,1,0,9,9,0.3,0.0,0.37,0.05,1
Anastasios Douvikas,GRE,AT,24,13,580.0,2,2,0,1,0,8,6,0.31,0.31,0.4,0.17,1
Jonathan Ikone,FRA,AT,26,13,540.0,2,0,0,1,0,23,17,0.33,0.0,0.29,0.03,1
Federico Barba,ITA,DF,30,7,431.0,0,0,0,0,0,5,25,0.0,0.0,0.04,0.0,0
Luca Mazzitelli,ITA,MT,28,11,335.0,1,1,0,1,0,2,27,0.27,0.27,0.06,0.15,1
Matthias Braunöder,AUT,MT,22,8,268.0,0,0,0,3,1,2,18,0.0,0.0,0.03,0.0,0
Marco Sala,ITA,DF,25,8,261.0,0,0,0,3,0,10,16,0.0,0.0,0.0,0.04,0
Fellipe Jack,BRA,DF,18,7,171.0,0,0,0,2,0,2,8,0.0,0.0,0.0,0.03,0
Daniele Baselli,ITA,MT,32,2,22.0,0,0,0,0,0,2,4,0.0,0.0,0.0,0.0,0
Simone Verdi,ITA,"MT,AT",32,9,115.0,0,0,0,1,0,3,5,0.0,0.0,0.09,0.39,0
Alberto Cerri,ITA,AT,28,5,87.0,0,0,0,0,0,0,0,0.0,0.0,1.05,0.0,0
Ben Lhassine Kone,CIV,MT,24,4,51.0,0,0,0,1,0,0,3,0.0,0.0,0.03,0.0,0
Vanja Milinković-Savić,SRB,GB,27,37,313.0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0
Samuele Ricci,ITA,MT,22,34,313.0,1,1,0,8,1,43,116,0.03,0.03,0.04,0.02,1
Saúl Coco,EQG,DF,25,32,313.0,2,0,0,10,0,17,70,0.06,0.0,0.04,0.0,1
Che Adams,SCO,AT,28,36,313.0,9,3,0,2,0,23,40,0.31,0.1,0.31,0.07,1
Guillermo Maripán,CHI,DF,30,28,313.0,1,1,0,4,1,14,96,0.04,0.04,0.04,0.04,1
Nikola Vlašić,CRO,"MT,AT",26,30,313.0,5,4,2,0,0,53,94,0.21,0.17,0.14,0.1,1
Adam Masina,MAR,DF,30,28,313.0,1,2,0,5,0,15,73,0.05,0.09,0.03,0.01,1
Sebastian Walukiewicz,POL,DF,24,29,313.0,0,0,0,6,0,25,80,0.0,0.0,0.02,0.02,0
Karol Linetty,POL,MT,29,28,313.0,1,0,0,6,0,18,47,0.06,0.0,0.06,0.06,1
Antonio Sanabria,PAR,AT,28,26,313.0,2,1,0,2,0,6,18,0.14,0.07,0.2,0.03,1
Gvidas Gineitis,LTU,MT,20,30,313.0,3,1,0,5,0,15,36,0.19,0.06,0.08,0.13,1
Marcus Pedersen,NOR,DF,24,29,313.0,0,0,0,3,0,44,19,0.0,0.0,0.04,0.03,0
Borna Sosa,CRO,DF,26,19,313.0,0,0,0,0,0,13,51,0.0,0.0,0.02,0.05,0
Cristiano Biraghi,ITA,DF,31,15,313.0,0,0,0,0,0,24,36,0.0,0.0,0.04,0.21,0
Cesare Casadei,ITA,MT,21,15,313.0,1,1,0,1,0,14,36,0.09,0.09,0.1,0.03,1
Mërgim Vojvoda,KVX,DF,29,17,313.0,0,0,0,4,0,18,64,0.0,0.0,0.03,0.03,0
Yann Karamoh,FRA,"MT,AT",26,29,313.0,0,1,0,2,0,37,28,0.0,0.09,0.11,0.08,0
Ivan Ilić,SRB,MT,23,19,920.0,1,0,0,4,0,24,45,0.1,0.0,0.09,0.11,1
Adrien Tameze,CMR,"MT,DF",30,20,649.0,0,0,0,3,0,16,23,0.0,0.0,0.05,0.12,0
Duván Zapata,COL,AT,33,7,587.0,3,0,0,1,0,6,7,0.46,0.0,0.52,0.08,1
Ali Dembélé,FRA,DF,20,15,388.0,1,0,0,4,1,8,12,0.23,0.0,0.08,0.02,1
Alberto Paleari,ITA,GB,31,1,90.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Raoul Bellanova,ITA,DF,24,1,87.0,0,0,0,0,0,4,0,0.0,0.0,0.03,0.07,0
Alessio Cacciamani,ITA,"MT,DF",17,2,31.0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0
Tommaso Gabellini,ITA,AT,17,1,10.0,0,0,0,0,0,1,0,0.0,0.0,0.45,0.0,0
Saba Sazonov,GEO,DF,22,1,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Aaron Ciammaglichella,ITA,MT,19,1,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Jesper Karlström,SWE,MT,29,37,313.0,0,3,0,9,0,23,135,0.0,0.08,0.02,0.03,0
Jaka Bijol,SVN,DF,25,34,313.0,1,0,0,13,1,22,98,0.03,0.0,0.06,0.02,1
Sandi Lovrić,SVN,MT,26,36,313.0,2,3,0,5,0,60,120,0.08,0.12,0.1,0.13,1
Kingsley Ehizibue,NED,DF,29,33,313.0,0,1,0,5,0,54,55,0.0,0.04,0.04,0.08,0
Lorenzo Lucca,ITA,AT,23,33,313.0,12,1,1,10,0,15,18,0.46,0.04,0.29,0.06,1
Maduka Okoye,NGA,GB,24,25,313.0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0
Hassane Kamara,CIV,DF,30,30,313.0,1,4,0,8,1,52,61,0.04,0.18,0.04,0.12,1
Jurgen Ekkelenkamp,NED,MT,24,34,313.0,3,2,0,2,0,34,72,0.14,0.1,0.13,0.06,1
Thomas Kristensen,DEN,DF,22,24,313.0,1,0,0,5,0,19,76,0.05,0.0,0.05,0.02,1
Oumar Solet,FRA,DF,24,19,313.0,1,2,0,3,1,20,65,0.05,0.11,0.04,0.07,1
Martín Payero,ARG,MT,25,25,313.0,1,1,0,5,0,33,51,0.07,0.07,0.08,0.08,1
Jordan Zemura,ZIM,DF,24,23,313.0,1,2,0,2,0,25,42,0.06,0.13,0.07,0.06,1
Arthur Atta,FRA,"MT,AT",21,27,313.0,0,1,0,5,0,31,57,0.0,0.07,0.1,0.1,0
Christian Kabasele,BEL,DF,33,16,313.0,2,0,0,0,0,9,44,0.16,0.0,0.12,0.03,1
Razvan Sava,ROU,GB,22,12,313.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0
Lautaro Gianetti,ARG,DF,30,15,878.0,1,0,0,4,0,0,19,0.1,0.0,0.01,0.01,1
Souleymane Touré,FRA,DF,21,12,733.0,1,0,0,2,2,6,26,0.12,0.0,0.05,0.01,1
Keinan Davis,ENG,AT,26,23,313.0,2,1,0,2,0,26,22,0.17,0.08,0.24,0.18,1
Oier Zarraga,ESP,MT,25,22,896.0,1,0,0,0,0,7,28,0.1,0.0,0.04,0.04,1
Alexis Sánchez,CHI,AT,35,13,437.0,0,0,0,0,0,2,19,0.0,0.0,0.16,0.04,0
Brenner,BRA,"MT,AT",24,9,386.0,1,2,0,0,0,5,7,0.23,0.47,0.15,0.11,1
Nehuén Pérez,ARG,DF,24,2,180.0,0,0,0,0,0,2,4,0.0,0.0,0.0,0.0,0
Daniele Padelli,ITA,GB,38,1,90.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Simone Pafundi,ITA,"MT,DF",18,9,116.0,0,0,0,0,0,3,0,0.0,0.0,0.05,0.52,0
Enzo Ebosse,CMR,DF,25,2,90.0,0,0,0,1,0,0,5,0.0,0.0,0.0,0.02,0
Matteo Palma,GER,DF,16,1,5.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0
Morten Frendrup,DEN,MT,23,35,313.0,2,0,0,5,0,24,106,0.06,0.0,0.05,0.03,1
Aarón Martín,ESP,DF,27,36,313.0,0,8,0,5,0,50,90,0.0,0.23,0.03,0.16,0
Johan Vásquez,MEX,DF,25,36,313.0,3,0,0,9,0,37,96,0.09,0.0,0.07,0.01,1
Andrea Pinamonti,ITA,AT,25,36,313.0,10,1,0,4,0,20,46,0.32,0.03,0.24,0.05,1
Nicola Leali,ITA,GB,31,29,313.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0
Koni De Winter,BEL,DF,22,25,313.0,3,0,0,6,0,10,56,0.13,0.0,0.09,0.01,1
Stefano Sabelli,ITA,DF,31,34,313.0,0,2,0,3,0,36,88,0.0,0.09,0.01,0.08,0
Morten Thorsby,NOR,"MT,AT",28,30,313.0,0,1,0,6,0,24,58,0.0,0.05,0.13,0.1,0
Fabio Miretti,ITA,"MT,AT",20,25,313.0,3,3,0,2,0,33,54,0.16,0.16,0.17,0.11,1
Milan Badelj,CRO,MT,35,23,313.0,1,0,0,2,0,8,83,0.06,0.0,0.06,0.07,1
Mattia Bani,ITA,DF,30,20,313.0,0,0,0,3,0,6,25,0.0,0.0,0.07,0.01,0
Patrizio Masini,ITA,MT,23,26,313.0,1,0,0,3,0,16,44,0.06,0.0,0.03,0.01,1
Alan Matturro,URU,DF,19,13,900.0,0,0,0,2,0,12,15,0.0,0.0,0.02,0.02,0
Junior Messias,BRA,"MT,AT",33,17,847.0,1,1,0,1,0,32,32,0.11,0.11,0.25,0.07,1
Alessandro Vogliacco,ITA,DF,25,12,715.0,2,0,0,3,0,9,26,0.25,0.0,0.17,0.0,1
Pierluigi Gollini,ITA,GB,29,7,630.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0
Ruslan Malinovskyi,UKR,"MT,AT",31,9,383.0,0,2,0,2,0,3,32,0.0,0.47,0.06,0.35,0
Caleb Ekuban,GHA,AT,30,18,555.0,1,3,0,1,0,7,8,0.16,0.49,0.45,0.12,1
Sebastian Otoa,DEN,DF,20,3,179.0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0
Jean Onana,CMR,MT,24,9,304.0,0,0,0,1,0,1,11,0.0,0.0,0.0,0.03,0
Lior Kasa,ISR,"MT,AT",18,8,230.0,0,0,0,2,0,1,7,0.0,0.0,0.45,0.03,0
Benjamin Siegrist,SUI,GB,32,2,152.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Emil Bohinen,NOR,MT,25,3,166.0,0,0,0,0,0,6,5,0.0,0.0,0.06,0.04,0
Filippo Melegoni,ITA,"MT,AT",25,3,89.0,0,1,0,0,0,0,1,0.0,1.01,0.04,0.51,0
Alessandro Marcandalli,ITA,DF,21,2,46.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0
Gastón Pereiro,URU,MT,29,2,31.0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0
Lorenzo Montipò,ITA,GB,28,36,313.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0
Diego Coppola,ITA,DF,20,34,313.0,2,0,0,10,0,4,48,0.06,0.0,0.02,0.0,1
Ondrej Duda,SVK,MT,29,28,313.0,1,3,0,12,1,23,117,0.04,0.11,0.04,0.12,1
Tomáš Suslov,SVK,"MT,AT",22,31,313.0,0,1,0,7,1,39,82,0.0,0.04,0.07,0.08,0
Amin Sarr,SWE,AT,23,32,313.0,4,1,0,1,0,31,41,0.19,0.05,0.15,0.1,1
Domagoj Bradarić,CRO,DF,24,28,313.0,1,0,0,6,0,30,46,0.05,0.0,0.04,0.1,1
Daniele Ghilardi,ITA,DF,21,24,313.0,0,0,0,7,1,16,57,0.0,0.0,0.03,0.01,0
Casper Tengstedt,DEN,AT,24,25,313.0,6,1,1,2,0,29,29,0.36,0.06,0.31,0.05,1
Reda Belahyane,MAR,MT,20,22,313.0,0,2,0,6,1,22,73,0.0,0.11,0.01,0.06,0
Suat Serdar,GER,MT,27,22,313.0,2,1,0,4,1,18,56,0.13,0.07,0.13,0.06,1
Nicolás Valentini,ARG,DF,23,14,313.0,0,0,0,5,1,4,42,0.0,0.0,0.03,0.07,0
Daniel Mosquera,COL,AT,24,35,313.0,5,1,0,4,0,17,25,0.33,0.07,0.44,0.08,1
Giangiacomo Magnani,ITA,DF,28,17,313.0,1,0,0,2,0,4,31,0.08,0.0,0.1,0.0,1
Flavius Daniliuc,AUT,DF,23,18,313.0,0,0,0,0,0,8,38,0.0,0.0,0.01,0.01,0
Grigoris Kastanos,CYP,"MT,AT",26,27,872.0,1,1,0,4,0,12,34,0.1,0.1,0.1,0.17,1
Cheikh Tidiane Niasse,SEN,MT,24,11,755.0,0,0,0,4,0,5,25,0.0,0.0,0.05,0.01,0
Antoine Bernede,FRA,MT,25,14,594.0,1,0,0,2,0,7,29,0.15,0.0,0.12,0.07,1
Martin Frese,DEN,DF,26,11,549.0,0,0,0,0,0,7,19,0.0,0.0,0.01,0.03,0
Abdou Harroui,NED,"MT,AT",26,10,463.0,1,2,0,1,0,23,21,0.19,0.39,0.43,0.09,1
Daniel Bandeira,POR,MT,24,11,407.0,0,0,0,1,0,1,25,0.0,0.0,0.01,0.03,0
Davide Faraoni,ITA,DF,32,8,260.0,0,0,0,1,0,2,3,0.0,0.0,0.07,0.05,0
Simone Perilli,ITA,GB,29,2,180.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Daniel Oyegoke,ENG,DF,21,5,103.0,0,0,0,1,0,2,2,0.0,0.0,0.03,0.0,0
Junior Ajayi,CIV,AT,19,2,13.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0
Yllan Okou,FRA,DF,21,1,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Roberto Piccoli,ITA,AT,23,37,313.0,10,1,1,6,0,30,37,0.29,0.03,0.37,0.03,1
Sebastiano Luperto,ITA,DF,27,36,313.0,1,3,0,4,0,22,96,0.03,0.08,0.06,0.04,1
Gabriele Zappa,ITA,DF,24,37,313.0,2,0,0,4,0,57,146,0.06,0.0,0.03,0.11,1
Yerry Mina,COL,DF,29,31,313.0,1,0,0,6,1,17,76,0.04,0.0,0.08,0.01,1
Tommaso Augello,ITA,DF,29,38,313.0,0,7,0,3,0,58,118,0.0,0.23,0.01,0.15,0
Michel Ndary Adopo,FRA,MT,24,35,313.0,1,1,0,5,1,20,106,0.04,0.04,0.04,0.08,1
Antoine Makoumbou,CGO,MT,26,33,313.0,0,3,0,4,1,11,92,0.0,0.13,0.01,0.04,0
Elia Caprile,ITA,GB,22,18,313.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Alessandro Deiola,ITA,MT,28,29,313.0,2,1,0,6,0,11,40,0.13,0.06,0.11,0.04,1
Răzvan Marin,ROU,MT,28,33,313.0,3,2,2,4,0,22,84,0.19,0.13,0.15,0.23,1
Simone Scuffet,ITA,GB,28,13,313.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Adam Obert,SVK,DF,21,21,313.0,1,1,0,4,0,12,50,0.08,0.08,0.07,0.03,1
José Luis Palomino,ARG,DF,34,18,313.0,1,0,0,3,0,4,35,0.08,0.0,0.04,0.0,1
Mattia Felici,ITA,"MT,AT",23,20,925.0,0,3,0,1,0,39,19,0.0,0.29,0.06,0.1,0
Gianluca Gaetano,ITA,"MT,AT",24,28,313.0,2,4,0,0,0,11,41,0.18,0.36,0.43,0.2,1
Matteo Prati,ITA,MT,20,12,570.0,0,0,0,1,0,2,23,0.0,0.0,0.02,0.11,0
Alen Sherri,ALB,GB,26,7,621.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Paulo Azzi,BRA,DF,30,6,426.0,0,0,0,2,0,15,13,0.0,0.0,0.11,0.19,0
Mateusz Wieteska,POL,DF,27,5,184.0,0,0,0,1,0,1,5,0.0,0.0,0.1,0.07,0
Giuseppe Ciocci,ITA,GB,22,1,9.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Nicola Pintus,ITA,DF,19,1,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
Zion Suzuki,JPN,GB,21,37,313.0,0,0,0,2,1,0,0,0.0,0.0,0.0,0.0,0
Simon Sohm,SUI,MT,23,37,313.0,4,0,0,6,0,69,140,0.12,0.0,0.09,0.06,1
Emanuele Valeri,ITA,DF,25,35,313.0,2,6,1,1,0,79,93,0.06,0.19,0.06,0.15,1
Enrico Del Prato,ITA,DF,24,34,313.0,4,0,0,8,0,8,81,0.12,0.0,0.06,0.04,1
Ange-Yoan Bonny,FRA,AT,20,37,313.0,6,4,2,2,0,41,53,0.21,0.14,0.34,0.1,1
Mandela Keita,BEL,MT,22,30,313.0,0,2,0,6,1,13,50,0.0,0.1,0.01,0.05,0
Botond Balogh,HUN,DF,22,29,313.0,0,1,0,5,0,7,37,0.0,0.04,0.02,0.0,0
Lautaro Valenti,ARG,DF,25,20,313.0,1,0,0,6,1,3,28,0.06,0.0,0.01,0.01,1
Adrian Bernabe,ESP,MT,23,21,313.0,1,1,0,1,0,37,115,0.06,0.06,0.08,0.07,1
Hernani,BRA,MT,30,25,313.0,3,3,3,7,0,29,78,0.2,0.2,0.19,0.1,1
Giovanni Leoni,ITA,DF,17,17,313.0,1,0,0,3,1,0,21,0.08,0.0,0.01,0.0,1
Woyo Coulibaly,MLI,DF,25,14,313.0,0,1,0,1,1,36,41,0.0,0.08,0.01,0.08,0
Alessandro Vogliacco,ITA,DF,25,10,772.0,0,0,0,2,0,2,21,0.0,0.0,0.01,0.01,0
Mateo Pellegrino,ARG,AT,23,13,737.0,3,1,0,2,0,6,15,0.37,0.12,0.4,0.09,1
Nahuel Estévez,ARG,MT,28,14,657.0,0,0,0,3,0,3,30,0.0,0.0,0.01,0.1,0
Alessandro Circati,AUS,DF,20,6,540.0,0,0,0,1,0,1,10,0.0,0.0,0.05,0.0,0
Mohamed Haj,TUN,MT,19,15,453.0,1,2,0,4,0,6,13,0.2,0.4,0.13,0.24,1
Jacob Ondrejka,SWE,"MT,AT",21,12,422.0,5,0,0,0,0,13,11,1.07,0.0,0.27,0.13,1
Milan Đurić,BIH,AT,34,9,268.0,1,0,0,1,0,0,7,0.34,0.0,0.08,0.0,1
Yordan Osorio,VEN,DF,30,3,172.0,0,0,0,0,0,1,3,0.0,0.0,0.01,0.07,0
Drissa Camara,CIV,"MT,AT",22,21,447.0,0,0,0,3,0,18,27,0.0,0.0,0.25,0.16,0
Leandro Chichizola,ARG,GB,34,1,90.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0
Mateusz Kowalski,POL,MT,19,1,56.0,0,0,0,0,0,0,0,0.0,0.0,0.69,0.0,0
Gabriel Charpentier,CGO,AT,25,10,271.0,1,2,0,1,0,6,7,0.33,0.66,0.44,0.31,1
Wylan Cyprien,FRA,MT,29,2,28.0,0,0,0,0,0,1,2,0.0,0.0,0.63,0.0,0
Federico Baschirotto,ITA,DF,27,38,313.0,2,0,0,3,0,13,71,0.05,0.0,0.03,0.0,1
Wladimiro Falcone,ITA,GB,29,38,313.0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0
Nikola Krstović,MNE,AT,24,37,313.0,11,5,2,6,0,42,56,0.32,0.15,0.36,0.08,1
Antonino Gallo,ITA,DF,24,31,313.0,0,2,0,3,1,57,107,0.0,0.07,0.01,0.09,0
Frederic Guilbert,FRA,DF,29,31,313.0,0,1,0,3,2,48,88,0.0,0.04,0.01,0.07,0
Lassana Coulibaly,MLI,MT,28,38,313.0,1,0,0,3,0,21,93,0.03,0.0,0.03,0.03,1
Kialonda,ANG,DF,26,24,313.0,0,1,0,3,0,4,34,0.0,0.04,0.05,0.02,0
Santiago Pierotti,ARG,AT,23,36,313.0,4,2,0,6,1,43,38,0.19,0.09,0.14,0.11,1
